Row ID,Order ID,Order Date,Customer Name,Region,Province,Product Category,Product Sub-Category,Product Name,Order Quantity,Sales,Discount,Profit,Ship Mode,Ship Date,Shipping Cost
1092,ORD29574,2022-01-02,Bob Brown,East,Florida,Furniture,Chairs,Chairs 316,1,349.98,0.42,-60.84,Second Class,2018-05-14,33.71
1093,ORD89422,2020-02-11,Alice Williams,North,Oregon,Furniture,Tables,Tables 752,8,246.94,0.47,-66.08,Standard Class,2016-02-05,43.33
1094,ORD98651,2017-03-06,Jane Johnson,East,Washington,Furniture,Tables,Tables 730,8,2241.65,0.04,576.66,First Class,2017-08-06,28.9
1095,ORD28204,2015-01-03,Jane Johnson,West,New York,Office Supplies,Binders,Binders 869,10,613.77,0.06,134.03,First Class,2022-07-04,37.24
1096,ORD42365,2018-02-15,David Garcia,South,Arizona,Furniture,Tables,Tables 741,5,334.06,0.04,57.1,Second Class,2023-06-27,21.2
1097,ORD23423,2020-04-25,Alice Williams,North,Texas,Furniture,Chairs,Chairs 553,5,776.87,0.17,-39.55,Second Class,2019-04-14,49.84
1098,ORD50668,2024-06-18,Emma Miller,East,Washington,Furniture,Bookcases,Bookcases 890,9,3816.1,0.2,-143.39,Standard Class,2022-06-27,41.88
1099,ORD61659,2019-09-22,Alice Williams,North,Washington,Furniture,Chairs,Chairs 585,2,319.19,0.37,-58.74,Second Class,2019-08-16,42.2
1100,ORD40934,2021-02-17,Emma Miller,West,Illinois,Furniture,Bookcases,Bookcases 857,4,965.67,0.01,173.71,Standard Class,2018-08-03,23.12
1101,ORD12225,2017-09-03,Jane Johnson,South,Arizona,Office Supplies,Paper,Paper 958,8,3899.23,0.04,679.87,Standard Class,2023-09-18,24.02
1102,ORD50005,2018-04-25,David Garcia,West,California,Furniture,Tables,Tables 517,1,47.59,0.09,7.05,Standard Class,2018-12-14,31.17
1103,ORD45901,2024-01-07,Charlie Jones,Central,Illinois,Furniture,Bookcases,Bookcases 833,2,124.3,0.47,-28.24,First Class,2023-06-28,33.35
1104,ORD78676,2021-01-20,John Smith,West,Oregon,Technology,Printers,Printers 884,9,1148.96,0.38,-188.94,First Class,2023-03-02,41.93
1105,ORD90189,2024-04-19,Bob Brown,Central,Arizona,Furniture,Chairs,Chairs 257,9,3418.8,0.11,572.7,Standard Class,2017-04-22,8.27
1106,ORD62013,2024-11-04,John Smith,East,California,Furniture,Chairs,Chairs 956,5,182.09,0.31,-16.23,Second Class,2021-04-19,14.79
1107,ORD74536,2017-05-28,Jane Johnson,West,California,Office Supplies,Paper,Paper 364,5,660.4,0.38,-86.56,Second Class,2022-03-03,21.93
433,ORD71269,2017-08-07,Sophia Rodriguez,East,Illinois,Office Supplies,Paper,Paper 399,6,2665.26,0.29,-4.59,First Class,2021-07-13,8.32
1109,ORD37426,2021-12-06,John Smith,East,Arizona,Furniture,Chairs,Chairs 639,2,485.73,0.24,-13.35,Same Day,2021-03-02,30.78
1110,ORD47906,2024-02-02,Sophia Rodriguez,Central,Arizona,Office Supplies,Paper,Paper 352,1,124.98,0.3,-15.17,First Class,2021-01-07,30.32
1111,ORD60688,2022-12-07,Emma Miller,West,Florida,Technology,Printers,Printers 552,10,3511.46,0.36,-543.8,Same Day,2017-04-23,38.17
1112,ORD76609,2024-12-16,Jane Johnson,South,Washington,,Monitors,Monitors 870,4,1424.92,0.03,289.46,Second Class,2018-07-21,12.83
1113,ORD50863,2022-10-15,Jane Johnson,Central,California,Furniture,Tables,Tables 697,5,1295.23,0.36,-310.76,Second Class,2021-07-14,49.73
1114,ORD83794,2017-08-25,Bob Brown,North,California,Technology,Laptops,Laptops 962,10,1352.9,0.01,146.56,Second Class,2022-03-12,38.35
1115,ORD50740,2024-09-21,John Smith,East,Florida,Office Supplies,Paper,Paper 967,10,2229.91,0.05,535.27,Same Day,2020-04-19,25.94
1116,ORD25059,2020-01-17,Olivia Davis,Central,Washington,Furniture,Chairs,Chairs 993,1,32.68,0.37,-5.17,First Class,2017-05-18,16.58
1117,ORD14996,2022-11-15,John Smith,West,Texas,Technology,Monitors,Monitors 524,2,929.46,0.11,22.94,First Class,2018-04-14,46.86
1118,ORD80809,2018-07-11,Bob Brown,East,Illinois,Furniture,Tables,Tables 322,1,476.94,0.14,30.93,Same Day,2019-12-21,13.31
1119,ORD13914,2024-10-15,Emma Miller,North,Arizona,Office Supplies,Binders,Binders 389,9,1980.01,0.35,-164.05,Same Day,2023-01-03,41.57
1120,ORD14992,2018-01-03,Bob Brown,North,California,Office Supplies,Pens,Pens 213,1,327.7,0.13,-8.46,Standard Class,2024-03-08,20.81
1121,ORD31709,2018-10-17,Charlie Jones,West,Arizona,Furniture,Bookcases,Bookcases 892,3,1337.33,0.03,172.12,Standard Class,2020-10-15,49.11
1122,ORD58516,2021-07-25,Liam Martinez,North,Arizona,Technology,Monitors,Monitors 495,4,836.85,0.08,163.87,Standard Class,2021-04-24,10.92
1123,ORD70785,2022-03-19,David Garcia,South,New York,Technology,Laptops,Laptops 432,6,1590.73,0.03,288.19,Same Day,2024-09-11,19.96
1124,ORD43581,2015-02-25,John Smith,Central,Arizona,Furniture,Chairs,Chairs 624,10,1537.29,0.46,-433.14,Same Day,2019-01-15,30.6
1125,ORD56643,2015-03-08,Alice Williams,North,Arizona,Office Supplies,Binders,Binders 816,9,1626.08,0.03,233.13,Standard Class,2024-02-23,12.95
1126,ORD83238,2021-05-23,Charlie Jones,North,Florida,Technology,Laptops,Laptops 260,2,930.28,0.11,110.56,Standard Class,2019-03-20,31.83
1127,ORD81676,2017-06-03,John Smith,South,California,Office Supplies,Binders,Binders 211,1,440.54,0.41,-59.74,Standard Class,2015-04-02,13.99
